SEQENCE ID                     TM SP PREDICTION
GLOROS_006471-T3                3  0 o51-74i86-111o117-142i
GLOROS_006472-T1                0  0 o
GLOROS_006472-T2                0  0 i
GLOROS_006472-T3                0  0 o
GLOROS_006473-T1                5  0 o36-60i72-96o108-131i152-174o194-211i
GLOROS_006474-T1                2  0 i285-303o323-345i
GLOROS_006474-T2                2  0 i279-297o317-339i
GLOROS_006475-T1                0  Y n2-10c18/19o
GLOROS_006475-T2                0  0 o
GLOROS_006475-T3                0  Y n2-10c18/19o
GLOROS_006476-T1                6  0 i397-415o435-454i475-493o513-532i539-560o625-644i
GLOROS_006477-T1                1  0 o65-95i
GLOROS_006478-T1                0  0 o
GLOROS_006478-T2                0  0 o
GLOROS_006479-T1                0  Y n7-18c23/24o
GLOROS_006480-T1                3  0 i7-25o199-222i234-252o
GLOROS_006481-T1                0  0 o
GLOROS_006482-T1                0  0 o
GLOROS_006483-T1                1  0 o37-62i
GLOROS_006484-T1                0  0 o
GLOROS_006484-T2                0  0 o
GLOROS_006484-T3                0  0 o
GLOROS_006485-T1                0  0 o
GLOROS_006486-T1                1  0 o12-34i
GLOROS_006487-T1                0  0 o
GLOROS_006487-T2                0  0 o
GLOROS_006487-T3                0  0 o
GLOROS_006488-T1                1  0 o45-71i
GLOROS_006489-T1                1  Y n6-19c24/25o287-310i
GLOROS_006490-T1                0  Y n6-17c22/23o
GLOROS_006490-T2                0  Y n6-17c22/23o
GLOROS_006491-T1                0  0 o
GLOROS_006492-T1                0  0 o
GLOROS_006493-T1                0  0 o
GLOROS_006493-T2                0  0 i
GLOROS_006494-T1                0  0 o
GLOROS_006495-T1                0  0 o
GLOROS_006496-T1                0  Y n2-7c11/12o
GLOROS_006497-T1                0  Y n4-16c21/22o
GLOROS_006498-T1                0  0 o
GLOROS_006498-T2                0  0 o
GLOROS_006498-T3                0  0 o
GLOROS_006499-T1                0  0 o
GLOROS_006500-T1                0  0 o
GLOROS_006501-T1                3  0 i412-432o444-464i557-576o
GLOROS_006501-T2                2  0 i412-432o444-464i
GLOROS_006502-T1                5  Y n2-10c15/16o31-55i67-83o103-122i129-147o153-172i
GLOROS_006503-T1                0  0 o
GLOROS_006503-T2                0  0 o
GLOROS_006503-T3                0  0 o
GLOROS_006504-T1                1  0 i125-145o
GLOROS_006505-T1                0  0 o
GLOROS_006506-T1                0  0 o
GLOROS_006506-T2                0  0 o
GLOROS_006507-T1                0  0 o
GLOROS_006508-T1                0  0 o
GLOROS_006509-T1                0  Y n5-13c18/19o
GLOROS_006510-T1                0  0 o
GLOROS_006511-T1                0  0 o
GLOROS_006511-T2                0  0 o
GLOROS_006512-T1                3  0 o12-33i42-62o74-95i
GLOROS_006513-T1                4  0 i5-23o29-51i63-84o114-134i
GLOROS_006514-T1                6  0 o39-62i74-100o112-137i158-179o216-237i268-293o
GLOROS_006514-T2                6  0 o40-63i75-101o113-138i159-180o217-238i269-294o
GLOROS_006515-T1                0  0 o
GLOROS_006516-T1                1  0 i50-79o
GLOROS_006517-T1                0  Y n11-18c23/24o
GLOROS_006518-T1                0  0 i
GLOROS_006519-T1                0  0 o
GLOROS_006519-T2                0  0 o
GLOROS_006520-T1                0  0 o
GLOROS_006520-T2                0  0 o
GLOROS_006521-T1                0  0 o
GLOROS_006522-T1                0  0 o
GLOROS_006522-T2                0  0 o
GLOROS_006522-T3                0  0 o
GLOROS_006523-T1                0  0 o
GLOROS_006524-T1                0  0 o
GLOROS_006525-T1                7  0 o165-185i197-215o235-253i258-277o283-307i334-352o402-426i
GLOROS_006525-T2                7  0 o165-185i197-215o235-253i258-277o283-307i334-352o402-426i
GLOROS_006525-T3                7  0 o122-142i154-172o192-210i215-234o240-264i291-309o359-383i
GLOROS_006526-T1                0  0 o
GLOROS_006527-T1                0  0 o
GLOROS_006527-T2                0  0 o
GLOROS_006527-T3                0  0 o
GLOROS_006527-T4                0  0 o
GLOROS_006528-T1                0  0 o
GLOROS_006528-T2                0  0 o
GLOROS_006529-T1                0  0 o
GLOROS_006530-T1                0  0 o
GLOROS_006531-T1                0  0 o
GLOROS_006532-T1                0  0 o
GLOROS_006533-T1                0  0 o
GLOROS_006534-T1                2  0 i126-144o177-199i
GLOROS_006535-T1                3  0 i50-74o94-112i119-139o
GLOROS_006536-T1                0  0 o
GLOROS_006536-T2                0  0 o
GLOROS_006537-T1                0  0 o
GLOROS_006537-T2                0  0 o
GLOROS_006538-T1                0  0 o
GLOROS_006539-T1                0  0 o
GLOROS_006539-T2                0  0 o
GLOROS_006540-T1                0  0 o
GLOROS_006541-T1                0  0 o
GLOROS_006542-T1                0  0 o
GLOROS_006543-T1                0  0 o
GLOROS_006544-T1                0  0 o
GLOROS_006545-T1                3  0 o47-72i84-108o128-151i
GLOROS_006546-T1                0  0 o
GLOROS_006547-T1                0  0 o
GLOROS_006548-T1                1  0 o640-662i
GLOROS_006548-T2                1  0 o646-668i
GLOROS_006549-T1                0  0 o
GLOROS_006550-T1                0  0 o
GLOROS_006551-T1                1  Y n9-20c26/27o36-52i
GLOROS_006552-T1                0  0 o
GLOROS_006553-T1                0  0 o
GLOROS_006553-T2                0  0 o
GLOROS_006553-T3                0  0 o
GLOROS_006554-T1                0  0 o
GLOROS_006554-T2                1  0 i169-189o
GLOROS_006555-T1                0  0 o
GLOROS_006556-T1                0  Y n7-20c28/29o
GLOROS_006557-T1                1  0 o49-67i
GLOROS_006558-T1                1  0 o366-389i
GLOROS_006559-T1                0  0 i
GLOROS_006560-T1                0  0 o
GLOROS_006561-T1                1  0 o456-475i
GLOROS_006562-T1                0  0 o
GLOROS_006563-T1                0  0 o
GLOROS_006563-T2                0  0 o
GLOROS_006564-T1                1  0 o307-325i
GLOROS_006565-T1                0  0 o
GLOROS_006566-T1                2  0 i220-241o247-264i
GLOROS_006567-T1                4  0 i59-79o94-113i219-238o244-263i
GLOROS_006568-T1                0  0 o
GLOROS_006569-T1                0  0 o
GLOROS_006570-T1                0  0 o
GLOROS_006571-T1                0  Y n2-8c13/14o
GLOROS_006572-T1                0  Y n7-18c36/37o
GLOROS_006572-T2                0  0 o
GLOROS_006572-T3                0  Y n7-18c36/37o
GLOROS_006573-T1                0  0 o
GLOROS_006574-T1                2  0 o605-624i1011-1034o
GLOROS_006575-T1                0  0 i
GLOROS_006576-T1                0  0 o
GLOROS_006577-T1                0  0 o
GLOROS_006578-T1                0  0 o
GLOROS_006579-T1                1  0 i12-30o
GLOROS_006580-T1                0  0 i
GLOROS_006581-T1                0  Y n7-18c25/26o
GLOROS_006582-T1                0  0 o
GLOROS_006583-T1                0  0 o
GLOROS_006584-T1                0  0 o
GLOROS_006585-T1                1  Y n18-29c33/34o142-164i
GLOROS_006586-T1                6  0 o25-47i153-175o222-240i368-388o403-425i437-453o
GLOROS_006586-T2                4  0 o93-118i139-158o173-195i207-223o
GLOROS_006586-T3                2  0 i25-47o153-175i
GLOROS_006587-T1                6  0 i12-33o53-78i90-109o115-135i147-168o195-218i
GLOROS_006588-T1                0  0 o
GLOROS_006589-T1                0  Y n3-14c18/19o
GLOROS_006590-T1                0  0 o
GLOROS_006591-T1                0  Y n30-38c42/43o
GLOROS_006591-T2                0  0 o
GLOROS_006592-T1                0  0 o
GLOROS_006593-T1                0  0 o
GLOROS_006594-T1                0  0 o
GLOROS_006595-T1                0  0 o
GLOROS_006596-T1                0  0 o
GLOROS_006597-T1                0  0 o
GLOROS_006598-T1                1  Y n10-21c29/30o566-589i
GLOROS_006599-T1                0  0 o
GLOROS_006600-T1                0  0 o
GLOROS_006601-T1                0  0 o
GLOROS_006601-T2                0  0 o
GLOROS_006601-T3                0  0 o
GLOROS_006602-T1                1  Y n10-20c27/28o451-473i
GLOROS_006603-T1                2  0 i21-42o325-351i
GLOROS_006604-T1                0  Y n7-16c21/22o
GLOROS_006605-T1                0  0 i
GLOROS_006606-T1                0  0 o
GLOROS_006607-T1                0  0 o
GLOROS_006608-T1                1  0 o34-51i
GLOROS_006609-T1                0  0 o
GLOROS_006609-T2                0  0 o
GLOROS_006610-T1                0  0 o
GLOROS_006611-T1                1  0 o34-51i
GLOROS_006611-T2                0  0 o
GLOROS_006612-T1                0  0 o
GLOROS_006613-T1                0  0 o
GLOROS_006614-T1                0  0 o
GLOROS_006614-T2                0  0 o
GLOROS_006614-T3                0  0 o
GLOROS_006615-T1                0  0 o
GLOROS_006616-T1                0  0 o
GLOROS_006617-T1                0  0 o
GLOROS_006618-T1                1  Y n17-27c32/33o78-101i
GLOROS_006619-T1                0  0 o
GLOROS_006620-T1                0  0 o
GLOROS_006621-T1                0  0 o
GLOROS_006622-T1                0  0 o
GLOROS_006623-T1                0  0 o
GLOROS_006624-T1                1  0 i33-53o
GLOROS_006625-T1                1  0 i33-53o
GLOROS_006626-T1                0  0 o
GLOROS_006627-T1                0  0 o
GLOROS_006628-T1                0  0 o
GLOROS_006629-T1                0  0 o
GLOROS_006630-T1                0  Y n10-22c28/29o
GLOROS_006631-T1                0  0 o
GLOROS_006632-T1                0  0 o
GLOROS_006633-T1                0  Y n16-24c29/30o
GLOROS_006633-T2                0  Y n16-24c29/30o
GLOROS_006633-T3                0  Y n16-24c29/30o
GLOROS_006634-T1                0  0 o
GLOROS_006635-T1                0  0 o
GLOROS_006636-T1                0  0 o
GLOROS_006637-T1                0  0 o
GLOROS_006638-T1                0  0 o
GLOROS_006639-T1                0  0 i
GLOROS_006639-T2                0  0 i
GLOROS_006639-T3                0  0 o
GLOROS_006639-T4                0  0 o
GLOROS_006640-T1                0  0 o
GLOROS_006640-T2                0  0 o
GLOROS_006640-T3                0  0 o
GLOROS_006641-T1                0  0 o
GLOROS_006642-T1                0  0 o
GLOROS_006642-T2                0  0 o
GLOROS_006643-T1                0  Y n4-9c14/15o
GLOROS_006644-T1                0  0 i
GLOROS_006644-T2                0  0 o
GLOROS_006645-T1                0  0 o
GLOROS_006645-T2                0  0 o
GLOROS_006646-T1                0  0 o
GLOROS_006647-T1                0  0 o
GLOROS_006647-T2                0  0 o
GLOROS_006648-T1                9  Y n4-11c23/24o33-55i67-84o90-112i200-216o222-244i251-271o333-356i377-399o411-430i
GLOROS_006648-T2                9  Y n4-11c23/24o33-56i68-86o98-116i137-158o209-229i250-273o365-388i409-431o443-462i
GLOROS_006649-T1                0  0 o
GLOROS_006650-T1                0  0 o
GLOROS_006650-T2                0  0 o
GLOROS_006651-T1                0  0 o
GLOROS_006652-T1                0  0 o
GLOROS_006653-T1                1  0 o505-524i
GLOROS_006654-T1                0  0 o
GLOROS_006655-T1                5  0 i34-55o108-129i141-162o168-188i195-212o
GLOROS_006655-T2                4  0 i67-87o93-111i123-141o147-164i
GLOROS_006656-T1                1  0 o6-26i
GLOROS_006657-T1                6  0 o107-127i148-169o175-197i218-240o266-287i553-575o
GLOROS_006657-T2                6  0 o107-127i148-169o175-197i218-240o266-287i547-569o
GLOROS_006658-T1                0  0 o
GLOROS_006658-T2                0  0 o
GLOROS_006658-T3                0  0 o
GLOROS_006659-T1                8  0 i12-33o53-74i86-108o120-143i155-178o190-208i229-248o254-274i
GLOROS_006659-T2                8  0 i12-33o53-74i86-108o120-140i160-183o195-213i234-253o259-279i
GLOROS_006660-T1                0  0 o
GLOROS_006660-T2                0  0 o
GLOROS_006661-T1                0  0 o
GLOROS_006662-T1                8  0 i195-214o234-251i258-276o282-303i441-461o473-492i504-524o573-596i
GLOROS_006662-T2                8  0 i194-213o233-250i257-275o281-302i440-460o472-491i503-523o572-595i
GLOROS_006663-T1                3  0 i203-227o268-291i382-401o
GLOROS_006664-T1                0  Y n36-48c53/54o
GLOROS_006665-T1                6  0 i5-25o93-113i122-155o175-191i203-225o260-278i
GLOROS_006666-T1                0  0 o
GLOROS_006666-T2                0  0 o
GLOROS_006667-T1                0  0 o
GLOROS_006668-T1                0  0 o
GLOROS_006668-T2                0  0 o
GLOROS_006668-T3                0  0 o
GLOROS_006669-T1                2  0 o94-117i203-221o
GLOROS_006670-T1                0  Y n9-21c25/26o
GLOROS_006670-T2                0  Y n9-21c25/26o
GLOROS_006671-T1                0  0 o
GLOROS_006671-T2                0  0 o
GLOROS_006672-T1                0  0 o
GLOROS_006673-T1                0  0 o
GLOROS_006674-T1                7  0 o105-125i211-229o241-261i273-290o337-355i362-385o391-414i
GLOROS_006674-T2                7  0 o28-48i134-152o164-184i196-213o260-278i285-308o314-337i
GLOROS_006675-T1                0  0 o
GLOROS_006676-T1                2  0 o62-81i271-290o
GLOROS_006677-T1                1  0 o46-68i
GLOROS_006678-T1                0  0 o
GLOROS_006678-T2                0  0 o
GLOROS_006678-T3                0  0 o
GLOROS_006679-T1                2  0 i267-288o294-312i
GLOROS_006680-T1                0  0 o
GLOROS_006681-T1                0  0 o
GLOROS_006681-T2                0  0 o
GLOROS_006682-T1                0  0 o
GLOROS_006683-T1               11  0 o16-37i44-63o69-91i103-126o132-154i185-206o226-253i273-294o300-324i336-358o378-399i
GLOROS_006684-T1                0  0 o
GLOROS_006684-T2                0  0 o
GLOROS_006685-T1                1  0 o48-68i
GLOROS_006686-T1                0  Y n4-12c17/18o
GLOROS_006687-T1               10  0 i106-125o131-152i172-190o196-219i279-301o321-343i350-370o382-405i417-439o445-467i
GLOROS_006688-T1                0  0 o
GLOROS_006688-T2                0  0 o
GLOROS_006689-T1                1  0 o6-28i
GLOROS_006690-T1                0  0 o
GLOROS_006691-T1                0  0 o
GLOROS_006692-T1                0  0 o
GLOROS_006693-T1                0  0 o
GLOROS_006694-T1                0  0 o
GLOROS_006695-T1                3  0 o56-73i80-99o105-123i
GLOROS_006696-T1                1  Y n15-25c33/34o253-274i
GLOROS_006697-T1                1  0 o215-233i
GLOROS_006698-T1                0  Y n2-12c17/18o
GLOROS_006699-T1                8  0 o151-172i224-244o332-350i362-379o385-404i425-446o452-468i480-500o
GLOROS_006699-T2                8  0 o151-172i224-244o332-350i362-379o385-404i425-446o452-468i480-500o
GLOROS_006699-T3                7  0 i151-172o310-328i340-357o363-382i403-424o430-446i458-478o
GLOROS_006700-T1                0  Y n8-16c21/22o
GLOROS_006700-T2                0  Y n8-16c21/22o
GLOROS_006701-T1                0  0 o
GLOROS_006702-T1                0  0 o
GLOROS_006703-T1                0  0 o
GLOROS_006704-T1                1  0 i140-160o
GLOROS_006705-T1                0  0 o
GLOROS_006706-T1                0  0 o
GLOROS_006707-T1                0  0 o
GLOROS_006707-T2                0  0 o
GLOROS_006707-T3                0  0 o
GLOROS_006707-T4                0  0 o
GLOROS_006707-T5                0  0 o
GLOROS_006707-T6                0  0 o
GLOROS_006707-T7                0  0 o
GLOROS_006708-T1                9  0 i51-74o80-102i159-180o186-203i210-231o243-263i284-309o329-353i365-387o
GLOROS_006709-T1                3  0 o20-40i158-180o200-225i
GLOROS_006710-T1                4  0 o1404-1422i1660-1677o2888-2908i3130-3147o
GLOROS_006710-T2                4  0 o1404-1422i1660-1677o2926-2946i3168-3185o
GLOROS_006710-T3                2  0 o742-762i984-1001o
GLOROS_006710-T4                2  0 o734-754i976-993o
GLOROS_006710-T5                1  0 o1367-1385i
GLOROS_006710-T6                1  0 o1404-1422i
GLOROS_006711-T1                0  0 o
GLOROS_006712-T1                0  0 o
GLOROS_006713-T1               10  0 i50-73o79-101i142-160o180-197i204-224o244-264i276-303o323-349i369-386o398-422i
