#gene	DOGBOX_motif	SUBBOX_motif	SPRYSEC(Y/N)	Secreted(Y/n)	annotation	GH_domain	duplication_type	up_J2_v_14dpi	up_J2_v_egg	Up_14_vs_J2	 Up_14_vs_EGG	up_male_vs_dpi14	upregulated_LOG2_FDR:p<0.001
GPALN_004010	-	-	-	YES	"GPALN_004010-T1 glycosyl hydrolase, family 18"	CAZy:GH18; 	tandem	-	-	-	-	-	dpi14_vs_Gp_dpi21_Gp_dpi21_UP; dpi14_vs_Gp_dpi28_Gp_dpi28_UP; dpi14_vs_Gp_dpi35_Gp_dpi35_UP; dpi21_vs_Gp_dpi7_Gp_dpi21_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_dpi7_Gp_dpi28_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_dpi7_Gp_dpi35_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP
GPALN_004014	1	-	-	YES	GPALN_004014-T1 glutathione synthase	-	proximal	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	-	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi21_vs_Gp_dpi7_Gp_dpi7_UP; dpi28_vs_Gp_dpi7_Gp_dpi7_UP; dpi35_vs_Gp_dpi7_Gp_dpi7_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_004017	2	-	-	YES	GPALN_004017-T1 Glutathione synthetase	-	tandem	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_004018	2	-	-	YES	GPALN_004018-T1 Glutathione synthetase	-	tandem	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_dpi7_Gp_dpi7_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_004064	6	-	-	YES	GPALN_004064-T1 ---NA---	-	tandem	-	-	-	-	-	-
GPALN_004130	3	-	-	YES	GPALN_004130-T1 ---NA---	-	singleton	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_004342	1	-	-	YES	GPALN_004342-T1 putative gland protein G20E03	-	dispersed	-	-	-	-	-	-
GPALN_004369	2	-	-	YES	GPALN_004369-T1 Glutathione synthetase	-	dispersed	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_004380	-	-	-	YES	GPALN_004380-T1 Glutathione synthetase	-	dispersed	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_004410	4	-	-	YES	GPALN_004410-T1 Glutathione synthetase	-	tandem	-	-	-	-	-	dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP
GPALN_004411	4	-	-	YES	GPALN_004411-T1 Glutathione synthetase	-	tandem	-	-	-	-	-	-
GPALN_004506	1	-	-	YES	GPALN_004506-T1 putative effector protein	-	WGD/segmental	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_004534	-	-	-	YES	GPALN_004534-T1 D406 protein	-	dispersed	-	-	-	-	-	-
GPALN_004553	3	-	-	YES	GPALN_004553-T1 Glutathione synthetase	-	tandem	-	-	-	-	-	-
GPALN_004554	3	-	-	YES	GPALN_004554-T1 Glutathione synthetase	-	tandem	-	-	-	-	-	-
GPALN_004555	4	-	-	YES	GPALN_004555-T1 Glutathione synthetase	-	tandem	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_004557	3	-	-	YES	GPALN_004557-T1 ---NA---	-	dispersed	-	-	-	-	-	dpi28_vs_Gp_J2_Gp_J2_UP; dpi35_vs_Gp_J2_Gp_J2_UP
GPALN_004678	-	-	-	YES	GPALN_004678-T1 putative effector protein	-	proximal	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_dpi35_Gp_dpi14_UP; dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi35_vs_Gp_dpi7_Gp_dpi7_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_004679	5	-	-	YES	GPALN_004679-T1 Probable spastin homolog spas-1	-	WGD/segmental	-	-	-	-	-	-
GPALN_004681	-	-	-	YES	GPALN_004681-T1 putative effector protein	-	tandem	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi28_vs_Gp_dpi7_Gp_dpi7_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_004798	4	-	-	YES	GPALN_004798-T1 hypothetical protein Y032_0009g486	-	WGD/segmental	-	-	-	-	-	dpi14_vs_Gp_MALE_Gp_MALE_UP; dpi21_vs_Gp_MALE_Gp_MALE_UP; dpi35_vs_Gp_MALE_Gp_MALE_UP; dpi7_vs_Gp_MALE_Gp_MALE_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_005064	-	-	-	YES	GPALN_005064-T1 pectate lyase 1	CAZy:PL3_3; CAZy:PL3; CAZy:PL3_2; CAZy:PL3_5; 	dispersed	-	-	-	-	-	-
GPALN_005129	3	-	-	YES	GPALN_005129-T1 ---NA---	-	proximal	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_dpi21_Gp_dpi14_UP; dpi14_vs_Gp_dpi28_Gp_dpi14_UP; dpi14_vs_Gp_dpi35_Gp_dpi14_UP; dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi28_vs_Gp_dpi7_Gp_dpi7_UP; dpi35_vs_Gp_dpi7_Gp_dpi7_UP; dpi35_vs_Gp_MALE_Gp_MALE_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_005160	2	-	-	YES	GPALN_005160-T1 Glutathione synthetase	-	proximal	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_005161	-	-	-	YES	"GPALN_005161-T1 beta-1,4-endoglucanase precursor"	CAZy:GH5_2; CAZy:GH5; 	dispersed	-	-	-	-	-	dpi14_vs_Gp_MALE_Gp_MALE_UP; dpi7_vs_Gp_MALE_Gp_MALE_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_005611	3	-	-	YES	GPALN_005611-T1 ---NA---	-	singleton	-	-	-	-	-	dpi14_vs_Gp_dpi21_Gp_dpi14_UP; dpi21_vs_Gp_dpi7_Gp_dpi7_UP; dpi21_vs_Gp_EGG_Gp_EGG_UP; dpi21_vs_Gp_J2_Gp_J2_UP; dpi21_vs_Gp_MALE_Gp_MALE_UP; dpi28_vs_Gp_J2_Gp_J2_UP; dpi35_vs_Gp_J2_Gp_J2_UP
GPALN_005738	3	-	-	YES	GPALN_005738-T1 ---NA---	-	dispersed	-	-	-	-	-	-
GPALN_005986	3	-	-	YES	GPALN_005986-T1 ---NA---	-	WGD/segmental	-	-	-	-	-	-
GPALN_006031	-	-	-	YES	GPALN_006031-T1 ---NA---	-	WGD/segmental	-	-	-	-	-	-
GPALN_006038	-	-	-	YES	GPALN_006038-T1 CLAVATA3/ESR-related protein	-	dispersed	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_006112	1	-	-	YES	GPALN_006112-T1 putative effector protein	-	dispersed	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_006223	4	-	-	YES	GPALN_006223-T1 ---NA---	-	singleton	-	-	-	-	-	-
GPALN_006413	5	-	-	YES	GPALN_006413-T1 PAN-1 domain and Apple-like domain-containing protein	-	dispersed	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	-	dpi14_vs_Gp_dpi21_Gp_dpi14_UP; dpi14_vs_Gp_dpi28_Gp_dpi14_UP; dpi14_vs_Gp_dpi35_Gp_dpi14_UP; dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi21_vs_Gp_dpi7_Gp_dpi7_UP; dpi28_vs_Gp_dpi7_Gp_dpi7_UP; dpi28_vs_Gp_MALE_Gp_MALE_UP; dpi35_vs_Gp_dpi7_Gp_dpi7_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_006581	3	-	-	YES	GPALN_006581-T1 ---NA---	-	dispersed	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_006596	3	-	YES	YES	GPALN_006596-T1 FAD-binding protein	-	WGD/segmental	-	-	-	-	-	-
GPALN_006778	1	-	-	YES	GPALN_006778-T1 Glutathione synthetase	-	dispersed	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	-	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi28_vs_Gp_dpi7_Gp_dpi7_UP; dpi35_vs_Gp_dpi7_Gp_dpi7_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_006780	3	-	-	YES	GPALN_006780-T1 annexin	-	dispersed	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP; J2_vs_Gp_MALE_Gp_J2_UP
GPALN_006782	2	-	-	YES	GPALN_006782-T1 Glutathione synthetase	-	tandem	-	-	Up_14dpi_vs_J2	-	up_male_vs_dpi14	dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_006860	8	-	YES	YES	GPALN_006860-T1 RBP-1 protein	-	WGD/segmental	-	-	-	-	-	-
GPALN_006911	2	-	-	YES	GPALN_006911-T1 Glutathione synthetase	-	dispersed	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi28_vs_Gp_MALE_Gp_dpi28_UP; dpi35_vs_Gp_EGG_Gp_dpi35_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi35_vs_Gp_MALE_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_007051	-	-	-	YES	GPALN_007051-T1 ---NA---	-	WGD/segmental	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	-	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_007058	3	-	-	YES	GPALN_007058-T1 ---NA---	-	dispersed	-	-	-	-	-	dpi14_vs_Gp_MALE_Gp_MALE_UP; dpi21_vs_Gp_MALE_Gp_MALE_UP; dpi28_vs_Gp_MALE_Gp_MALE_UP; dpi35_vs_Gp_MALE_Gp_MALE_UP; dpi7_vs_Gp_MALE_Gp_MALE_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_007072	3	-	-	YES	GPALN_007072-T1 ---NA---	-	dispersed	-	-	-	-	-	dpi14_vs_Gp_dpi7_Gp_dpi7_UP; dpi14_vs_Gp_MALE_Gp_MALE_UP; dpi21_vs_Gp_dpi7_Gp_dpi7_UP; dpi21_vs_Gp_MALE_Gp_MALE_UP; dpi28_vs_Gp_dpi7_Gp_dpi7_UP; dpi28_vs_Gp_MALE_Gp_MALE_UP; dpi35_vs_Gp_dpi7_Gp_dpi7_UP; dpi35_vs_Gp_MALE_Gp_MALE_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_MALE_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_007120	-	-	YES	YES	GPALN_007120-T1 RBP-1 protein	-	WGD/segmental	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	-	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_007129	-	-	YES	YES	GPALN_007129-T1 RBP-1 protein	-	WGD/segmental	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	-	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi28_vs_Gp_EGG_Gp_dpi28_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_007132	1	-	YES	YES	GPALN_007132-T1 RBP-1 protein	-	WGD/segmental	-	-	-	-	-	dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_007139	2	-	YES	YES	GPALN_007139-T1 RBP-1 protein	-	WGD/segmental	-	-	-	-	-	-
GPALN_007179	3	-	-	YES	GPALN_007179-T1 ---NA---	-	tandem	-	-	-	-	-	-
GPALN_007201	1	-	-	YES	GPALN_007201-T1 ---NA---	-	dispersed	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	-	dpi14_vs_Gp_dpi7_Gp_dpi7_UP; dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_MALE_UP; dpi21_vs_Gp_dpi7_Gp_dpi7_UP; dpi21_vs_Gp_MALE_Gp_MALE_UP; dpi28_vs_Gp_dpi7_Gp_dpi7_UP; dpi28_vs_Gp_MALE_Gp_MALE_UP; dpi35_vs_Gp_MALE_Gp_MALE_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_007443	1	-	-	YES	GPALN_007443-T1 ---NA---	-	WGD/segmental	-	-	-	-	-	dpi14_vs_Gp_MALE_Gp_MALE_UP; dpi21_vs_Gp_MALE_Gp_MALE_UP; dpi28_vs_Gp_MALE_Gp_MALE_UP; dpi35_vs_Gp_MALE_Gp_MALE_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_MALE_UP; EGG_vs_Gp_MALE_Gp_MALE_UP; J2_vs_Gp_MALE_Gp_MALE_UP
GPALN_007647	2	-	-	YES	GPALN_007647-T1 esophageal gland-localized secretory protein 15	-	tandem	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	-	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_007696	1	-	-	YES	GPALN_007696-T1 putative gland protein G7E05	-	singleton	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_EGG_Gp_dpi21_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
GPALN_007748	4	-	-	YES	GPALN_007748-T1 Glutathione synthetase	-	dispersed	-	-	Up_14dpi_vs_J2	Up_dpi14_vs_EGG	up_male_vs_dpi14	dpi14_vs_Gp_EGG_Gp_dpi14_UP; dpi14_vs_Gp_J2_Gp_dpi14_UP; dpi14_vs_Gp_MALE_Gp_dpi14_UP; dpi21_vs_Gp_J2_Gp_dpi21_UP; dpi21_vs_Gp_MALE_Gp_dpi21_UP; dpi28_vs_Gp_J2_Gp_dpi28_UP; dpi35_vs_Gp_J2_Gp_dpi35_UP; dpi7_vs_Gp_EGG_Gp_dpi7_UP; dpi7_vs_Gp_J2_Gp_dpi7_UP; dpi7_vs_Gp_MALE_Gp_dpi7_UP
